Build ./bin/ssvnode
Build ./config/config.yaml
Build 
Command --config=./config/config.yaml --share-config=./config/share1.yaml
Running node on address: 84.110.33.146)
2022-09-08T14:44:24.995708Z	[35mDEBUG[0m	validator/validators_map.go:113	setup validator done	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "validatorsMap", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "nodeID": 1, "committee": ["[IbftId=2, PK=aefd92667e3c891eeb8dbee3f894fbc938095f0a138bed4ad394aed29df0bf7c0244735b0382f5d7d2564699f0735850]", "[IbftId=3, PK=8eb7f73b13a876079b5b024722d44844e11b26ed940f9f2f2c35b41cf2cd9ef7a5978669b657ff9e47a4b12d363fdd48]", "[IbftId=4, PK=ad309467f18fd62bc2151ce6c371c259badb8b116e04b57a8f2fd576dfd8a161d664b21108a1cac8ee382481e8055ae1]", "[IbftId=1, PK=95da1ead09ca0a48ea42444cce60435a162a911738d62f82c2175cce220bd9c8dac6efd0c28ebf826ea264148f3415f6]"]}
2022-09-08T14:44:24.995767Z	[35mDEBUG[0m	validator/metrics.go:39	validator is ready	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "validatorsController", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "who": "ReportValidatorStatus", "metadata": {"balance":31523144247,"status":"Active_ongoing","index":284599}}
2022-09-08T14:44:24.995803Z	[34mINFO[0m	validator/controller.go:360	setup validators done	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "validatorsController", "map size": 1, "failures": 0, "missing metadata": 0, "shares count": 1, "started": 1}
2022-09-08T14:44:24.995826Z	[35mDEBUG[0m	duties/controller.go:89	warming up indices	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "count": 1}
2022-09-08T14:44:24.995855Z	[34mINFO[0m	controller/controller.go:245	start qbft ctrl handler init	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "node_id": 1, "role": "ATTESTER", "read mode": false}
2022-09-08T14:44:24.996290Z	[34mINFO[0m	controller/controller_change_round.go:51	successfully loaded change round messages from storage into queue	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "pubKey": "855589217256062059957bc5535e027d751683d756f593827fb1575e714a24f682e80891b73021c06347ce604c2e1271", "node_id": 1, "role": "ATTESTER", "read mode": false, "msgs": {}}
2022-09-08T14:44:25.003653Z	[35mDEBUG[0m	operator/node.go:241	reporting operators	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "count": 500}
2022-09-08T14:44:25.003743Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "27ab013ff1ef1ad92eaa53ef51ac59b3860184dd7b8af61cef0d7a38bec1154f", "name": "BloxStaking1", "index": 1}
2022-09-08T14:44:25.003759Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "c44b9f9c264d60a0b99797e03328044cba9a91af16a380f6f2ae155a6d6dff03", "name": "OlegIsAsook", "index": 10}
2022-09-08T14:44:25.003771Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "376028a9b79258347cc7e9c8b11e622eb1d79d860a8bb9594916101cfde6a8a1", "name": "Laine", "index": 100}
2022-09-08T14:44:25.003782Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "9a1f6a90f678938659ec28b3d15a134d67da116b612749507abe828049dfdde6", "name": "operator", "index": 101}
2022-09-08T14:44:25.003793Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "7887b70365d50892d36d92f9849fd416af152840505a10f753420191968fb154", "name": "Zuka", "index": 102}
2022-09-08T14:44:25.003805Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "3a2b71ab3600caac97f64ccbad281c58a95060ee4511e1abfd41236a1bf94cc2", "name": "LiverSSV", "index": 103}
2022-09-08T14:44:25.003826Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "2372aa16da321d47cf626fa43f4d992866ec4ed09c56b27707e74b8b9a3c81c2", "name": "ndssv", "index": 104}
2022-09-08T14:44:25.003842Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "7089a34adad622e277fea6627959772906eccedc81e662f00da58b26522fd528", "name": "pa1amar", "index": 105}
2022-09-08T14:44:25.003855Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "6725a87ca771c715aa47c229702470dee8c08d624d94278712d48f33a3400db9", "name": "hackworth", "index": 106}
2022-09-08T14:44:25.003866Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "1f4c455f9368a5032edabfc0e0d9c8a01985b94b8248eee8f40d2c20199a4ad0", "name": "NODERUNNER", "index": 107}
2022-09-08T14:44:25.003877Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "9b26e5b55513bf1924569e52c7e669a75039344acdc16a783563589a8dc3451d", "name": "DappNodeHackworth", "index": 108}
2022-09-08T14:44:25.003888Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "58fefc55d8e448a1efd9ad5ce3295aefa2b78497ed4d86a4d25666d9a5282335", "name": "CryptoRussel", "index": 109}
2022-09-08T14:44:25.003899Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "205b912273cf69a5baebfc8e50faf998934a4ec3df246a72efd44373c3b0190f", "name": "TestOperator", "index": 11}
2022-09-08T14:44:25.003935Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "5be36aea3fc58a6351b250fe4cf53b3e2a2c348e5c96d99a5f75c1c5580dc180", "name": "NOSSY", "index": 110}
2022-09-08T14:44:25.003971Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "f97b3b2655f98fbc13593b65c1db9c647715dfb4d975fb0d25c6d8176f317da6", "name": "StressCapital", "index": 111}
2022-09-08T14:44:25.003982Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "375376b06b2bbb2480d4614e84976875448e67e4973cfe9146e0d67a5bc00374", "name": "AlexZ", "index": 112}
2022-09-08T14:44:25.004031Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "5d59735e6b3c69e1177e9b99ff2b2702ea3b008268dac83208d8cf391c9534ba", "name": "ryssroad", "index": 113}
2022-09-08T14:44:25.004067Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "2857b9c9e8f0161ed85df5ec06052f89119675fe4804ce509f0df87dca929897", "name": "Amo1020", "index": 114}
2022-09-08T14:44:25.004113Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "4ccaf98ef9309d116c9172043b84de94a72f1cc2af75c40595072c20f0029065", "name": "hackworth", "index": 115}
2022-09-08T14:44:25.004128Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "30798a58ed157073d8952d576f706a044e89c07848d237ad85a646d5f993ef92", "name": "tttrucadp357", "index": 116}
2022-09-08T14:44:25.004145Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "f89fa4a4bedf740ff524b62e3cb5bd425afacaae0c79bfb339c2cb98dc4272a7", "name": "peellygg", "index": 117}
2022-09-08T14:44:25.004156Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "d9c6dc441dc575cc168ed4207256ffa4e7c6d9dd4cd604f0776244dbc895f3d6", "name": "cyberNode", "index": 118}
2022-09-08T14:44:25.004167Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "aff6ef1cc725700c2e9dce6a34fef77ac1c603c5060f6e80edde7432df2b039a", "name": "madhouse", "index": 119}
2022-09-08T14:44:25.004178Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "92064f1adf8d81b18fee07b20e877d42fec4e100cd9da101a651ce7153f15ae9", "name": "InactiveOperator", "index": 12}
2022-09-08T14:44:25.004189Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "82c9d9dd3d4c44e4c2ff3eede18c40e733f5b4da593d574c38703dc685dda530", "name": "CryptoValet", "index": 120}
2022-09-08T14:44:25.004200Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "5adbf123cb810ed432145b4171b78534b69329af47e7fc74b9507d2a3395857d", "name": "karl", "index": 121}
2022-09-08T14:44:25.004213Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "465bee03d4c0515f84dd8827d734304032682da13b705254665e0e398251a416", "name": "Cryptotiger", "index": 122}
2022-09-08T14:44:25.004225Z	[35mDEBUG[0m	exporter/metrics.go:32	report operator	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "operatorNode", "pkHash": "dcc2824d794873d758b239b55ba409e0cfed35892a4f0a2073822c142263cb34", "name": "NodeWorks", "index": 123}
