Build ./bin/ssvnode
Build ./config/config.yaml
Build 
Command --config=./config/config.yaml --share-config=./config/share4.yaml
Running node on address: 84.110.33.146)
2022-09-08T15:38:01.243073Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7553971, "txHash": "0x364fd0399eb9000e9365105072d09b49761c10d7a2cee27d8cb2f4c5be94da73"}
2022-09-08T15:38:01.243145Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7553980, "txHash": "0xd4e2b7cc3739979d9260256442581d2a37ff4847c1ecf922d4b0ba2f473a1a4f"}
2022-09-08T15:38:01.243206Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7553985, "txHash": "0xc673119a585773cbe4d3fc3bcb9a8991b8ed77eb45a1feb50de7a170db7eeaa5"}
2022-09-08T15:38:01.243269Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7553985, "txHash": "0x3c3c7ec834c41bdafdae6297a3dd41c61605e1d8bd1a5d61f3421a682a51a006"}
2022-09-08T15:38:01.243318Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7553992, "txHash": "0xa62842d32678e2ef3acec6dc4b00735c17b21ce0af222530314474379782081f"}
2022-09-08T15:38:01.243361Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554002, "txHash": "0x31ef16644c8df9d02a31eac75b227a42fb6895fba58a73047272fba97756e3ee"}
2022-09-08T15:38:01.243432Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554009, "txHash": "0xf1dda79218ac99dc1e6c7b217cce81a18e61fb708f9eef2eb779fa9d9802d9e7"}
2022-09-08T15:38:01.243472Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554011, "txHash": "0xa55ef1171c6fe0cd01c5edefa06e16522453c6f584c3d4b58fe3609462413dca"}
2022-09-08T15:38:01.243517Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554020, "txHash": "0xa2b14d98377915acd9b19e4bbdfc77ee5371fcc69656be78895efcec02dea738"}
2022-09-08T15:38:01.243571Z	[35mDEBUG[0m	goeth/goETH.go:407	unsupported contract event was received, skipping	{"app": "SSV-Node:v0.2.1-rc.5-112-g788b6491", "component": "eth1GoETH", "address": "0xb9e155e65B5c4D66df28Da8E9a0957f06F11Bc04", "eventName": "FundsDeposit", "block": 7554020, "txHash": "0x8f8b458e7b66cf0d3b9b9e1fa08f22e4d65164f6bd74ed3bdda532ecd896c2a0"}
